category,text
business,mixed christmas u retailer u retailer post mixed result december luxury retailer fare well many others force slash price lift sale upscale department store nordstrom say store sale 9 3 high period last year trendy youth label also sell well sale jumping 28 young woman clothing retailer bebe store 32 2 american eagle outfitter wal mart saw sale rise cut price company saw 3 rise december sale less 4 3 rise see year earlier customer world big retailer generally see vulnerable america economic woe commentator claim many cut back spending amid uncertainty job security low middle income american rein spending face high gasoline price analyst say wal mart face stand shopper step discount festive season wore consumer wait longer get best bargain however expert add price cut across sector christmas sale account nearly 23 annual retail sale would far bad far fare well expect result still split ken perkins analyst research firm retailmetrics llc told associate press store struggle last couple month appear continue trend store well last several month december good month overall december sale forecast rise 4 5 220bn less 5 1 increase see year earlier one discount retailer fare well december costco wholesale continued recent run upbeat result well expect 8 jump store sale however loser many varied home furnishing store pier 1 import saw store sale sink large forecast 8 8 battle fierce competition lead electronics chain best buy meanwhile miss sale target 3 5 rise sale turn 2 5 increase christmas period accessory vendor claire store also suffer expect last minute shopping rush never materialise leave store sale 5 high compare 6 rise last year jeweller zale also felt little christmas cheer december sale 0 7 month last year good period retailer shopper saw dearth excite new item kurt barnard president industry forecaster retail consult group say however one beneficiary desertion high street expect online store accord survey goldman sachs co harris interactive neilsen net rating sale surge 25 holiday season 23 2bn
business,imf cut german growth estimate international monetary fund cut 2005 growth forecast german economy 1 8 0 8 financial time deutschland report imf also reduce growth estimate 12 member eurozone economy 2 2 1 6 newspaper report german economy falter unemployment level rise seventy year high 5 2 million sluggish performance continue hamper entire eurozone imf draft world economic outlook due publish april would point marked deterioration germany economy ft report say september imf say german growth current year would 1 8 imf also revise eurozone forecast paper say take account high oil price strength euro weak demand many world lead economy europe economic difficulty highlight organisation economic co operation development argue report publish tuesday continent could achieve u living standard free labour market eurozone look like self sustain recovery james carrick economist abn amro told newspaper dependant rest world
sport,arcy injury add ireland woe gordon arcy rule ireland team saturday six nation clash scotland murrayfield like skipper brian driscoll arcy fail recover hamstring injury side lead munster lock paul connell shane horgan switch wing centre join ulster kevin maggs girvan dempsey come team take right wing spot gavin duffy call replacement give gordon chance work say ireland coach eddie sullivan term risk element sensible precaution fine next game want tempt fate maggs win 67th cap obvious replacement centre shane horgan always likely move wing change ireland side last weekend win rome see wasp flanker johnny connor replace denis leamy connor win third cap make debut victory south africa last november murphy dempsey horgan maggs hickie gara stringer corrigan byrne hayes kelly connell capt easterby connor foley sheahan horan callaghan miller g easterby humphreys duffy
business,euro firm miss optimism 90 large company around world highly optimistic economic prospect survey 1 300 boss suggests big worry terror threat regulation low cost competition wild ups down oil price one exception firm western europe uk lack confidence year slow growth business adviser pricewaterhousecoopers pwc conduct survey two year ago nearly 30 boss gloomy prospect global business leader say face two pronged regulatory assault string corporate scandal united state enron worldcom sarbanes oxley act force company much transparent paperwork cost lot time money across europe meanwhile stock exchange list company currently process move new complex accounting standard call ifrs hack red tape hardly avoid many chief executive around world appear decide deal low cost competitor already 28 boss poll survey say move part business low wage country another 11 plan future possibly result worry low cost competition slightly fall last year 54 company call significant threat one big threat pwc global chief executive samuel dipiazza say grow number company also concerned move outsource work cheaper country could hurt reputation home market harm quality service provide customer accord frank brown global advisory leader pwc trend large company global operation one clear upside one risk one region example middle east kill business anymore surprisingly survey suggests rapid decline u dollar see huge threat anymore unlike even year ago cite third large problem mr dipiazza say interview chief executive suggest company adjust new reality euro buy 1 30 others successfully hedge position lock favourable exchange rate survey pricewaterhousecoopers interviewed 1 324 chief executive throughout world last three month 2004
tech,briton grow digitally obese gadget lover hungry digital data many carry equivalent 10 truck full paper weight music image e mail text hoard mobile camera laptop pda personal digital assistant toshiba study found found 60 kept 1 000 2 000 music file device make uk digitally fat virtual weight measurement base research california institute technology professor roy williams calculate physical comparison digital data mid 1990s work one gigabyte 1 000 000 000 byte equivalent pick truck fill paper amount data people squirreling away gadget clearly sign people find thing shiny thing digital hoard habit continue scale people could carry around digitally obese 20 gigabyte next year britain become nation information hoarder ferocious appetite data say martin larsson general manager toshiba european storage device division storage capability increase feature functionality mobile device expand support movie file entire library multi medium content become virtually obese told bbc news website survey reflect increase trend portable device built hard drive like music medium player apple creative lab archos iriver others trend set grow accord analyst suggest number hard drive consumer electronics gadget could grow 17 million last year 55 million 2006 consumer drive move towards small device great functionality industry try keep say mr larsson people look phone call text message move want thing like web browsing e mail music photo many find memory key memory stick simply big enough hold everything floppy memory key place anything like capacity flexibility hard drive unable meet demand storage capacity consumer device say mr larsson cost make hard drive drop continue improve technology prove cost effective form memory add amount data store grown 400 last three year cost every gigabyte fall 80 also get easy transfer file one device another traditionally slow problematic area transfer data different memory type improve significantly recent time help standard hard drive currently developed major manufacturer say mr larsson accord technology analyst idc fifth hard drive produce use consumer electronics 2007
entertainment,film star fox behind theatre bid lead actor edward fox one men behind plan reopen swansea theatre thought wale old star film tv hit day jackal edward mr simpson join force swansea born actor director terry palmer set charity raise money buy palace theatre hope reopen audience summer 2006 estimate 500 000 need buy grade ii list building palace theatre know pavilion repertory theatre sell undisclosed bidder auction 13 month ago 340 000 use nightclub 10 year oscar winner sir anthony hopkins born nearby port talbot make professional debut charlie chaplin lily langtry also trodden board fox told south wale even post visit theatre surprised beauty lot money need spent bone need beautiful skin say call jewel estimation many theatre left like hope immediate future attract enough people come forward allow prosper told newspaper fox first found fame 1960s one memorable role assassin day jackal 1973 tv bafta prince wale 1980 edward mr simpson brought board save theatre mr palmer long stand friend 40 year two year ago decide return swansea something city say mr palmer say excite idea run palace charity young actor could develop annual shakespeare festival summer five year time theatre function area without shall well satisfied help create vital living theatre city add keith poulton business adviser swansea already commit undisclosed amount money project need least 75 000 secure deposit building get two month say mr poulton benefactor express interest mr fox go give awful lot time add last year road around theatre cordoned masonry roof fell onto car engineer say happy safe
politics,mandelson warns bbc campbell bbc steer away demonise ex down street medium chief alastair campbell peter mandelson say european commissioner former labour minister speak amid claim mr campbell part labour dirty trick campaign charge deny mr mandelson say tory afraid mr campbell campaign skill warn bbc attack mr campbell brought trouble reference hutton inquiry follow bbc story claim down street sexed iraq weapon mass destruction dossier affair prompt resignation bbc chairman gavyn davy director general greg dyke reporter andrew gilligan labour attract medium criticism use new freedom information law dig information tory leader michael howard past mr mandelson former labour communication director told bbc radio 4 today programme understand tory gun alastair campbell fear campaign skill understand less bbc join tory drive agenda experience thing party shout dirty trick like tend fear direct hit vulnerable part political anatomy suggest bbc concentrate issue help public understand policy choice stake election rather engages process politics trivialisation campaign think bbc would much well advise leave stuff well alone concentrate issue say resume demonisation alastair campbell know lead mr campbell act adviser labour denies engage personal campaign conservative co chairman liam fox say mr campbell return labour poster plan attack mr howard recently withdrawn party website sign abusive politics government despite fact would say want go forward back seem intent talk history rather record even importantly future say sunday labour peer baroness kennedy chair power inquiry political disengagement say people already thought politician engage dirty trick feel distrust go enlarge campaign side conduct way look might say
business,ebbers denies worldcom fraud former worldcom chief bernie ebbers deny claim knew accountant doctor book firm speak court mr ebbers reject allegation pressure ex chief financial officer scott sullivan falsify company financial statement mr sullivan make accounting decision told federal court say finance chief keen command number mr ebbers deny charge fraud conspiracy second day question new york trial mr ebbers played work relationship mr sullivan deny frequently met discus company business question prosecution lot week would speak three four time mr ebbers say add conversation finance rarely one one usually discuss group people instead mr ebbers relationship mr sullivan key case surround financial corruption lead collapse firm 2002 follow discovery 11bn accounting fraud prosecution star witness mr sullivan one six worldcom executive indict case plead guilty fraud appear prosecution witness part agreement prosecutor time witness stand mr sullivan repeatedly told juror met frequently mr ebbers told change make worldcom account hide cost warn practises improper however case tuesday mr ebbers deny allegation advise scott sullivan anything ever wrong told court never told make entry right today mr ebbers could face jail sentence 85 year convict charge face shareholder lose 180bn worldcom collapse 20 000 worker lose job company go bankrupt company emerge bankruptcy last year know mci
politics,visa row mandarin make sir john top civil servant centre david blunkett visa affair knight new year honour sir john gieve home office permanent secretary saga end mr blunkett quit civil servant criticise fail recall visa mr blunkett ex lover nanny come fast tracked outgo head troubled child support agency doug smith also earns honour new year list mr smith 57 whose retirement announce work pension secretary alan smith november make commander order bath men give evidence common committee computer difficulty face agency left thousand single parent without maintenance payment announcement make knight sir john 54 receive astonishment opposition politician liberal democrat say beggar belief fellow official could remember leoncia casalme application indefinite leave remain go mr blunkett office head immigration nationality department meanwhile conservative accuse official collective failure memory sir alan budd lead inquiry affair say reason believe anyone involve deliberately withheld information down street defend decision honour men spokesperson say look whole career sir john make permanent secretary april 2001 follow civil service career date back 1974 also work treasury department employment department work pension spokeswoman say mr smith honour award reflect achieve civil service career principally inland revenue span 40 year role chief executive child support agency career personally lead number successful major change programme mr smith set stay csa march less controversial knighthood derek wanless mike tomlinson undertook major government review health education respectively former natwest chief executive mr wanless 57 deliver one two major report nh ex chief inspector school mr tomlinson 62 recommend replace level gcse new diploma system shake exam system
business,mcdonald sponsor mtv show mcdonald world large restaurant chain sponsor programme music channel mtv part late youth market promotion show advance warn highlight new talent mtv reckons give mcdonald access nearly 400 million home 162 country mcdonald golden arch name love catchphrase use throughout half hour programme move come amid grow concern obesity europe u european union call food industry reduce number advert aim young child warn legislation would introduce unless voluntary step take u food group kraft among firm already cut back promote sugar fatten product young mcdonalds also take step improve junk food reputation revamp menu provide client health related product pedometer well burger like big mac quarter pounder cheese company sell healthier option salad fresh fruit chief executive jim skinner attribute 8 3 increase january worldwide sale vitality menu among thing hook mtv expect add extra momentum mcdonald recent revival mtv played key role emergence music video show advance warn 25 channel across world programme present see u feature artist like british star joss stone franz ferdinand mcdonald target youth market past advertisement signing star like jelly legged dancer justin timberlake woman sing group destiny child
sport,harinordoquy suffers france axe number eight imanol harinordoquy drop france squad six nation match ireland dublin 12 march harinordoquy second half replacement last saturday 24 18 defeat wale bourgoin lock pascal pape recover sprain ankle return 22 man squad wing cedric heymans ludovic valbon come aurelien rougerie jean philippe grandclaude rougerie hurt chest wale grandclaude second half replacement england wale valbon capped last june test united state canada second half replacement win scotland france coach bernard laporte say harinordoquy axed poor display last weekend imanol drop squad least say make thunder comeback wale say laporte know ireland game fast rough also want able replace lock game need gregory lamboley also come number seven eight grand slam go go ireland win excite game ireland three win belt defeat england eye set grand slam france lose wale last week must defeat irish keep alive hope retain six nation trophy ireland unbeaten year tournament sight set first grand slam since 1948 dimitri yachvili biarritz pierre mignoni clermont yann delaigue castres frederic michalak stade toulousain damien traille biarritz yannick jauzion stade toulousain ludovic valbon biarritz christophe dominici stade francais cedric heymans stade toulousain julien laharrague brive sylvain marconnet stade francais nicolas ma perpignan olivier milloud bourgoin sebastien bruno sale eng william servat stade toulousain fabien pelous stade toulousain capt jerome thion biarritz pascal pap 233 bourgoin gregory lamboley stade toulousain serge betsen biarritz julien bonnaire bourgoin yannick nyanga b 233 ziers
tech,bbc lead interactive bafta win bbc national theatre lead field year interactive bafta award national theatre stagework website picked prize best learn well top factual site bbc collect three award include best online entertainment hitchhiker guide galaxy adventure game spook interactive take best interactive tv prize annual award recognise best digital medium bbc sport interactive fought competition cbbc newsround guardian take home best news sport trophy coverage england exit euro 2004 recognise groundbreaking use animation bafta grant dean chair bafta interactive entertainment committee say entrant outstanding quality judging enormously difficult without doubt 2005 landmark year bafta interactive award add many top award year go company commonly associate traditional entertainment show gap new medium film television closing award give 12 different category include interactive tv film music design well technical social innovation london ceremony top music award give sseyo minimixa mobile music sequencer design let people write edit share composition warner bros give two prize inspire effort film dvd interactivity chaplin collection beat oasis really bend like beckham shaun dead day today dvd category trauma best film elsewhere fashionista clothes designer alexander mcqueen take accolade best design website award run since 1997 2002 british academy film television decide split separate game interactive ceremony tuesday half life 2 dominate game prize collect six baftas include best game best online game
business,ad firm wpp profit surge 15 uk advertising giant wpp post large expect annual profit predict outperform market 2005 pre tax profit rise 15 year ago reach 546m 1 04bn ahead average analyst forecast 532m revenue 4 3bn firm operating margin 14 1 say could reach 14 8 2006 year wpp bought u rival grey global create giant big enough rival sector leader omnicom chief executive martin sorrell friday told reuters news agency wpp submit proposal united business medium nop world market research unit analyst say unit sell could sell 350m wpp recent year also bought firm ogilvy mather cordiant communication also include firm young rubicam j walter thompson event olympics help boost wpp profit 2004 company say u congressional election fifa world cup likely present advertising opportunity near future long term outlook look favourable medium technology development strength u economy wpp say
politics,council tax rise reasonable welsh council set tax reasonable level give average funding increase 6 say assembly government finance minister sue essex say good deal local government 3 2bn settlement include full 7 4m uk treasury announce chancellor gordon brown opposition party say rebanding council tax would mean steep rise addition 13 4m come business support grant scheme enables local authority keep part business rate say spending rise kept around 5 confident council able set council tax reasonable level welsh local government association wlga say eve announcement say significant cut service may still unavoidable announcement wlga finance spokesman bob wellington torfaen say vital rise minimsed limited amount money come available answer problem say mr wellington vital start plan future year accept resource continue reduce pressure service increase monday delegation north wale council visit m essex lobby increase fund m essex say listen view local government council tax payer recognise funding pressure concern council tax rise met large number local authority recent week aware pressure provide local service keep level council tax particularly people move band due revaluation domestic property say council tax could kept reasonable level even people move band settlement include rise grant help council deprive community 16 4 rise capital expenditure support m essex say good deal local government allow well manage council wale develop service charge reasonable level council tax matter council leader manage budget local level plaid cymru local government spokesman dai lloyd call announcement hugely disappoint say wale local authority short change yet whinging labour assembly government often claim anger mean either massive hike council tax massive cut service provide council mike german leader liberal democrat assembly claimed one three home still likely face council tax rise due rebanding mr german say know discussion welsh liberal democrat council leader utmost keep council tax minimum random redistribution effect rebanding create great deal difficulty conservative local government spokesman glyn davy say minister claim majority council tax payer wale see little change take spin verge deception add around third welsh household value upwards least one band inevitably face increase double figure
entertainment,berlin applauds hotel rwanda political thriller hotel rwanda give rouse reception spectator berlin film festival saturday movie star cheadle also receive stand ovation step onto stage show film true story hotel manager save 1 200 tutsi death rwandan genocide film show competition berlin nominate three oscar include best actor cheadle sophie okonedo play cheadle wife tatiana nominate best support actress film also run best original screenplay cheadle join stage berlin paul rusesabagina hotel manager play film mr rusesabagina wife extend family flee rwanda live belgium mr rusesabagina use influence prominent hutu businessman shelter potential victim rwandan genocide contact dignitary include bill clinton king belgium well french foreign ministry hotel rwanda one two film address genocide 55th berlin film festival run 20 february sometimes april feature raoul peck compete festival covet golden silver bear award film make exclusively rwanda whereas hotel rwanda shot mostly south africa scene make kigali
tech,intel unveils laser breakthrough intel say found way put silicon base laser chip raise hope much faster network scientist intel overcome fundamental problem prevent silicon use generate amplify laser light breakthrough make easy interconnect data network chip process information intel researcher say product exploit breakthrough appear end decade overcome fundamental limit say dr mario paniccia director intel photonics technology lab write journal nature dr paniccia colleague haisheng rong richard jones ansheng liu oded cohen dani hak alexander fang show make continuous laser material use make computer processor currently say dr paniccia telecommunication equipment amplifies laser light travel fibre optic cable expensive exotic material gallium arsenide use make telecommunication firm chip maker would prefer use silicon light move element cheap many problem use high volume manufacturing solve try take silicon competency manufacturing apply new area say dr paniccia work do make component move light around silicon successfully use generate amplify laser light pulse use send data long distance despite fact silicon much well amplifier light pulse form material use fibre optic cable improve amplification due crystalline structure silicon use make computer chip dr paniccia say structure silicon meant laser light pass collide photon rip electron atom within material creates cloud electron sit silicon absorbs light say intel researcher found way suck away errant electron turn silicon material generate amplify laser light even well laser light produce way help easy make filter tune across wide range frequency semi conductor laser make produce light narrow frequency range result could close integration fibre optic cable carry data light computer chip process dr paniccia say work one several step need silicon use make component could carry process light form data pulse technical validation work say
business,khodorkovsky quits yukos share jail tycoon mikhail khodorkovsky transfer control stake oil giant yukos business partner mr khodorkovsky hand entire 59 5 stake hold company group menatep control yukos leonid nevzlin close ally ex yukos bos mr nevzlin currently base israel mr khodorkovsky hand stake force sale yukos core oil production unit yuganskneftegaz pay giant tax bill yuganskneftegaz sell auction december last year eventually fall hand state oil firm rosneft deal worth 9 4bn 5bn since sale yuganskneftegaz deliver responsibility business remains group money whole mr khodorkovsky say see future public activity build civil society russia mr nevzlin yukos large shareholder living self impose exile israel yuganskneftegaz pump around 1 million barrel oil day sell russian authority recover government tax claim yukos total 27bn previously consider russia richest man estimate fortune 15bn mr khodorkovsky currently trial fraud tax evasion follow arrest october 2003 however charge widely see politically motivate part drive russian president vladimir putin rein country super rich business leader call oligarch also believe mr khodorkovsky particularly target start bankroll political opponent mr putin
entertainment,housewife lift channel 4 rating debut u television hit desperate housewife help lift channel 4 january audience share 12 compare last year success celebrity big brother simpson enable broadcaster surpass bbc2 first month since last july however channel share audience fell 11 2 9 6 last month comparison january 2004 celebrity big brother attract less viewer 2002 series comedy drama desperate housewife manage pull five million viewer one point run date attract quarter television audience two main television channel bbc1 itv1 see monthly audience share decline year year comparison january five proportion remain slender 6 3 digital multi channel tv continue strong area growth bbc reporting freeview box ownership five million include one million sale last portion 2004 share audience soar 20 january 2005 compare last year currently stand average 28 6
sport,beattie return calm attack fear everton striker james beattie declare fit training tuesday despite suffer allege assault last saturday beattie 27 believe seriously hurt report suggest victim unprovoked assault birmingham night girlfriend two friend follow everton 3 1 win aston villa shaken badly injured say everton spokesman ian ross add speak police press charge spoken manager david moyes happen beattie suspend win aston villa red card chelsea available merseyside derby liverpool 20 march
politics,chancellor rally labour voter gordon brown issue rally cry supporter warn stake high stay home protest vote next general election chancellor say poll expect fall 5 may would give clear fundamental choice labour investment tory cut told party spring conference tory must allow win conservative lib dems insist voter face high tax mean test labour packed audience gateshead sage centre mr brown accuse shadow chancellor oliver letwin plot cut equivalent sack every teacher gp nurse country lay conservative record government say give promise labour britain never return mistake erm 10 inflation 15 interest rate 3bn lose reserve 250 000 repossess one million negative equity three million unemployed never tory boom bust central divide line election conservative party take britain back planning deep cut 35bn service labour government take britain forward platform stability reform renew hospital school public service proud say spend 2008 60bn turn economy chancellor promise continue economic stability growth third term power also pledge continue fight child pensioner poverty promise help get young people property ladder message thousand young couple wait obtain first home housing rightly centre come manifesto say next labour government match low mortgage rate new first time buyer initiative speech prompt stand ovation also promise end teenage unemployment within next five year also highlight plan 100 debt relief world poorest country national minimum wage 16 17 year old creation network child centre flexibility maternity leave respond speech shadow chief secretary treasury george osborne say talk gordon brown heard instead talk future kept talk past completely fail say tax would put fill black hole spending plan simple choice election value money low tax conservative waste high tax tony blair gordon brown liberal democrat shadow chancellor vince cable warn picture rosy mr brown would like portray trumpet labour management economy gordon brown record mixed say gordon brown create system massive centralisation bureaucracy system subject million people mean test system taxation extremely complex positive word gordon brown face economic problem loom horizon least unprecedented level personal debt face nation also gateshead prime minister take question sent e mail text message telephone part labour attempt engage public campaign mr blair told audience believe iraq war would make britain safer place emerge democracy succeed want bring troop home soon possible job do also say want carry pm still think big change country need
politics,bid cut court witness stress new target reduce stress victim witness give evidence court england wale announce lord chancellor lord falconer want crown court 90 magistrate court facility keep witness separate defendant within four year video link also make available witness enter courtroom part five year plan help build confidence justice system minister say strategy aim balance court system towards victim increase number offender brought justice launch department constitutional affair plan lord falconer say one top priority well deal victim need safety victim heart way trial manage court judge magistrate prosecutor police victim support work together ensure right victim put first without compromise right defendant go give evidence nerve wrack experience especially victim yet support do lord falconer told bbc radio 4 today programme impossible elderly people go court give evidence witness could intimidate sit alongside defendant outside court never go get rid element trauma give evidence say make people believe court understand problem kind alien place go think plan come lord chancellor also considers allow camera court first time since 1925 long use case involve witness another feature strategy constitutional reform government bill set supreme court judicial appointment commission return house lord tuesday minister propose get rid title lord chancellor lord rule lord falconer say right high court completely distinct parliament person charge court system also speaker house lord say best person chosen either house parliament call critical issue add
sport,greek pair set hearing kostas kenteris katerina thanou fight provisional two year ban impose iaaf independent tribunal weekend athletics ruling body take action pair fail take drug test athens olympics independent tribunal greek track field federation meet decide whether ratify sanction sprint duo face charge fail give information location refuse submit drug test kenteris lawyer gregory ioannidis told bbc sport refute charge unsubstantiated illogical certain breach correct application rule behalf sport authority official procedural breach also violate client right also evidence prof fact client persecute ioannidis law lecturer university buckingham add one important right foundation law justice accuse presume innocent unless prove otherwise tarnished panel also decide two year ban impose athlete controversial coach christos tzekos iaaf kenteris 2000 olympic 200m champion thanou woman 100m silver medallist game sydney quit olympics 18 august fail give sample eve opening ceremony tester could find olympic village duo later admit hospital claim involve motorcycle accident also miss test tel aviv chicago athens game impose two year suspension duo 22 december iaaf described explanation miss test unacceptable whatever finding independent tribunal party right appeal court arbitration sport tribunal hearing take place hellenic olympic committee building start 1200 gmt saturday expect finish early next week tribunal panel consist five member president konstantinos panagopoulos panagiotis dimakos haralabos hrisanthakis stilianos perakis ioannis karmis kenteris thanou also face criminal charge greece allegedly fake motorcycle accident eight criminal charge laid sprinter well tzekos eyewitness accident hospital official speculation charge could drop
politics,brown ally reject budget spree chancellor gordon brown closest ally deny suggestion budget giveaway 16 march ed ball ex chief economic adviser treasury say would spending spree polling day mr ball prospective labour mp say confident chancellor would meet fiscal rule speak sir digby jones cbi director general warn mr brown tempt use extra cash pre election bribe mr ball step treasury post stand labour candidate election suggest mr brown would meet golden economic rule margin spare say hop would do build current tax credit rule also stress rise interest rate ahead expect may election would affect labour party chance win expectation rate rise gather pace figure show house price still rise consumer borrowing rise near record pace january mpc bank england monetary policy committee judge rate rise justified election strength economy predict believe big election issue britain labour told parliamentary lunch big change political culture interview bbc radio 4 today programme mr ball say sure mr brown budget would put risk stability economy think see pre election spending spree certainly see 2001 say assurance come sir digby jones say stability important extra cash spent improve worker skill message chancellor please give away form electioneer sir digby add think say prudent chancellor right way stability key word british business need boring stability anything would say increase public spending give away go anywhere add something competitiveness britain put skilling people would good way spend excess mr ball refuse say whether mr brown would remain chancellor election amid speculation offer job foreign secretary think gordon brown want part successful labour government delivers third term priority people see conservative party take britain backwards mr ball told today prime minister tony blair yet name date election pundit bet 5 may
business,disney settle disclosure charge walt disney settle charge u federal regulator fail disclose family member director employ company medium giant fin security exchange commission agree refrain future violation security law disney fail tell investor 1999 2001 employ three adult child three director firm neither admit deny wrongdoing settlement three disney director question central matter sec investigation reveta bower stanley gold raymond watson since left company m bower mr watson retire mr gold quit 2003 child paid 60 000 30 800 150 000 year shareholder inform sec also found disney disclose 50 disney own subsidiary company lifetime employ wife current disney director john bryson earn 1m year louise bryson remains lifetime disney also fail disclose payment air shamrock airline own mr gold fellow former disney director roy disney finally disney also reveal provide 200 000 annually office space secretarial service lease car driver former director thomas murphy shareholder significant interest information regard relationship company director say sec deputy enforcement director linda thomsen failure comply sec disclosure rule area impedes shareholder ability evaluate objectivity independence director
tech,microsoft seek spyware trojan microsoft investigate trojan program attempt switch firm anti spyware software spyware tool release microsoft last week download six million people stephen toulouse security manager microsoft say malicious program call bankash trojan sent e mail attachment microsoft say believe program widespread recommend user use anti virus program program attempt disable delete microsoft anti spyware tool suppress warn message give user may also try steal online banking password personal information track user keystroke microsoft say statement investigate call criminal attack software earlier week microsoft say would buy anti virus software maker sybari software improve security window e mail software microsoft say plan offer paid anti virus software yet set date release anti spyware program target currently beta form aim help user find remove spyware program monitor internet use cause advert pop ups slow pc performance
entertainment,csi show give unrealistic view people unrealistic expectation forensic science thanks success csi tv show real expert say evidence submit forensic lab shot result programme time many large backlog science investigator claim lawyer also fear effect juror distort view forensic evidence use issue discuss major science conference washington dc crime scene investigation csi spin offs csi miami csi new york proven exceptionally popular audience side atlantic episode team forensic investigator go solve crime ingenious appliance science extensive resource disposal csi effect basically perception near infallibility forensic science response tv show say max houck run forensic science graduate course west virginia university u tv show come everyone start watch include cop prosecutor submission forensic laboratory go roof told annual meeting american association advancement science aaa american forensics expert say roughly 200 000 300 000 backlogged dna sample u lab yet constitute 10 total test backlog say dr houck forensic pathologist dr patricia mcfeeley say start see show influence deal family victim find family dissatisfied investigation previously case explain example television toxicology result available almost instantaneously people find take several month find difficult dr mcfeeley add accuracy forensic investigator determine time death far low people perception show influence follow forensic investigator way courtroom make lawyer jittery prosecutor fear csi effect jury example wonder everything test well fact everything need test dr houck explain defence attorney also worry csi effect think juror come view science juggernaut objective method always accurate however admit show positive well negative effect field university course start four graduate 1999 large major campus 400 student say dr houck add urgent need well funding forensic science university level money spent country holistic medicine forensic science research
sport,israeli club look africa four african player include zimbabwe goalkeeper energy murambadoro ready play israeli club hapoel bnei sakhnin uefa cup bnei sakhnin first arab side ever play european competition play english premiership side newcastle united first round warrior goalkeeper murambadoro make name african nation cup final tunisia help bnei sakhnin overcome albania partizani tirana 6 1 previous round murambadoro move israel recently brief stint south african club hellenic club israeli cup final last season base sakhnin near haifa club strong ethic high profile promoter peace co operation within israel three african club former cameroon defender ernest etchi dr congo alain masudi nigerian midfielder edith agoye stint tunisian side esperance
sport,moyes u turn beattie dismissal everton manager david moyes discipline striker james beattie headbutt chelsea defender william gallas scot initially defend beattie whose dismissal put everton back foot game ultimately lose 1 0 say gallas overreact rethink look video evidence say believe set record straight concede dismissal right correct moyes add comment saturday come immediately final whistle point opportunity see one quick run incident club website also report beattie seem unrepentant saturday match insist gallas would stayed lot longer headbutt apologise moyes continued although incident totally character james never even suspend career action unacceptable detrimental effect team mate james issue formal apology team mate everton supporter immediately game right thing do subject normal club discipline competitive player fair player know upset happen however must say still believe chelsea player question go easily speak immediately game moyes say think send centre half time would ashamed go easily million year would john terry go way never heard anybody butting somebody behind run happen big strong centre half thought push initially still think send angry beattie initially say gallas would stayed lot longer headbutt tell intentional headbutt chase ball corner william gallas look shoulder block stop run say go stay way go straight head barely touch intentional headbutt
tech,bt program beat dialler scam bt introduce two initiative help beat rogue dialler scam cost dial net user thousand may dial net user able download free software stop computer use number user pre approve list inadvertently download surfer rogue diallers program hijack modem dial premium rate number user log thousand uk dial user believe hit scam people face phone bill 2 000 bt modem protection program check number dial computer block pre approve national net service provider number icstis uk premium rate service watchdog say look company take lead initiative initiative welcome spokesperson icstis told bbc news website pleased see put place new measure protect consumer second initiative bt announce early warn system alert bt customer unusual activity phone bill bill rise substantially usual daily average call make suspect number text voice alert sent user landline phone part clamp rogue diallers company must satisfy stringent condition include clear term condition information delete diallers responsibility customer refund firm run dialler without permission close icstis watchdog brought action last october follow decision license company want operate legitimate premium rate dialler service legitimate company offer service adult content sport result music downloads charge premium rate rather credit card bt say plough enormous amount effort protect people problem already bar 1 000 premium rate number try raise public awareness scam want ensure even strong safeguard customer would urge make use new option protect say gavin patterson group manage director consumer arm bt scheme undergo trial ireland make available 20 million bt customer may
business,cactus diet deal phytopharm slimming aid make southern african cactus set developed uk firm phytopharm unilever anglo dutch food giant unilever help pharmaceutical firm develop snack contain hoodia extract phytopharm share jumped 10 7 news analyst say sale 600m 309m year possible plant license phytopharm 1997 use thousand year sans bushman kalahari desert stave hunger study reportedly show plant curb appetite instead reduce calorific intake like many exist product phytopharm receive initial fee 6 5m unilever potential total 21m well future royalty product sale deal production hoodia cactus phytopharm nursery south africa also rise eight million plant potentially hundred million say phytopharm chief executive richard dixey firm initially hop market slimming drug hoodia pfizer research collaboration come end 2003 analyst say unilever could launch new product 2007 deal go long way restore market faith phytopharm pipeline pfizer exit say analyst erling refsum nomura
sport,relay squad thrill honour jason gardener say make mbe new year honour list underline achievement great britain 4x100m relay squad olympics gardener darren campbell marlon devonish mark lewis francis award mbes beating pre race favourite usa gold think award reinforces fantastic night say recognition really inspire make want success say lewis francis british sprint quartet produce string faultless baton change final put pressure american usa stumble poor switch justin gatlin coby miller 300m stage britain edge ahead go final bend cue lewis francis ran textbook final leg hold maurice greene bring team gb home 38 07 second one hundredth second ahead rival win gold medal highlight athletics career far say birchfield harrier award friend family people help get level sport gardener add u work hard long long time carry believe impossible task course award special nothing ever take away win olympic gold medal ever want life dream life since fantastic campbell agree receive honour capped difficult year sprinter think mbe important people closest know journey say newport base athlete stumble upon give lot joy satisfaction know stuff country mean something also recognition james clarke chairman london marathon becomes obe
